simTime,event,packetSeq,src,dst,currentNode,ttlAfterDecr,chosenVia,nextHopType
150.3562652143,ENQUEUE_FWD,2,1000,1001,18,18,16777215,BCAST
150.3562652153,TX_FWD_ACK,1,1001,1000,18,18,16777215,BCAST
150.4159112866,ENQUEUE_FWD,2,1001,1000,19,19,16777215,BCAST
150.4159139166,ENQUEUE_FWD,2,1001,1000,20,19,16777215,BCAST
150.4159152989,ENQUEUE_FWD,2,1001,1000,12,19,16777215,BCAST
150.4159168913,ENQUEUE_FWD,2,1001,1000,13,19,16777215,BCAST
150.4159214276,ENQUEUE_FWD,1,1001,1000,17,17,16777215,BCAST
150.4159216931,TX_FWD_ACK,1,1001,1000,11,15,16777215,BCAST
150.4159284016,TX_FWD_ACK,1,1001,1000,25,17,16777215,BCAST
150.4159291446,TX_FWD_DATA,2,1000,1001,12,18,16777215,BCAST
150.4755846244,ENQUEUE_FWD,1,1001,1000,32,16,16777215,BCAST
150.4755854168,ENQUEUE_FWD,2,1000,1001,5,17,16777215,BCAST
151.2125028337,TX_FWD_ACK,1,1001,1000,33,17,16777215,BCAST
151.2369589557,TX_FWD_ACK,1,1001,1000,32,16,16777215,BCAST
151.2369602773,TX_FWD_ACK,2,1001,1000,13,19,16777215,BCAST
151.2721592569,ENQUEUE_FWD,1,1001,1000,34,16,16777215,BCAST
151.2721597182,ACK_DELIVERED,1,1001,1000,1000,17,16777215,BCAST
151.2966154985,ENQUEUE_FWD,1,1001,1000,31,15,16777215,BCAST
151.2966154995,TX_FWD_ACK,1,1001,1000,31,15,16777215,BCAST
