simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=15,via=15,metric=1,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=0,via=15,metric=2,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=13,via=15,metric=4,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=3,via=15,metric=6,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=8,via=15,metric=5,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=7,via=15,metric=6,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=12,via=15,metric=3,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=11,via=15,metric=4,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=10,via=15,metric=5,validUntil=1403.2393748453,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=19,via=19,metric=883,validUntil=1410.0012697219,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=20,via=19,metric=884,validUntil=1410.0012697219,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=17,via=19,metric=885,validUntil=1410.0012697219,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=16,via=19,metric=1748,validUntil=1410.0012697219,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=14,via=19,metric=886,validUntil=1410.0012697219,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=9,via=19,metric=887,validUntil=1410.0012697219,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=6,via=19,metric=892,validUntil=1410.0012697219,sf=,priMetric=,secMetric=
simTime=810.0012697219,event=routing_packet_processed,nodeId=18,metricType=ETX,tableSize=17,id=5,via=19,metric=894,validUntil=1410.0012697219,sf=,priMetric=,secMetric=
