simTime,event,packetSeq,src,dst,currentNode,ttlAfterDecr,chosenVia,nextHopType
430.3749083515,TX_FWD_ACK,25,1001,1000,18,18,19,UNICAST
430.4345648777,ENQUEUE_FWD,25,1001,1000,19,17,19,UNICAST
430.6922902967,TX_FWD_ACK,25,1001,1000,5,19,12,UNICAST
435.5755775047,TX_FWD_ACK,25,1001,1000,19,17,26,UNICAST
435.6352337679,ENQUEUE_FWD,25,1001,1000,26,16,26,UNICAST
435.8711755547,TX_FWD_ACK,25,1001,1000,12,19,19,UNICAST
436.5208294973,TX_FWD_ACK,25,1001,1000,26,16,33,UNICAST
436.5804858796,ENQUEUE_FWD,25,1001,1000,33,15,33,UNICAST
436.5922522699,TX_SRC,26,1000,1001,1000,20,16777215,BCAST
436.6372518456,TX_FWD_ACK,25,1001,1000,33,15,40,UNICAST
436.6519019197,RX_FWD_PRE,26,1000,1001,48,20,16777215,BCAST
436.6519019197,ENQUEUE_FWD,26,1000,1001,48,19,16777215,BCAST
436.6519082083,RX_FWD_PRE,26,1000,1001,47,20,16777215,BCAST
436.6519082083,ENQUEUE_FWD,26,1000,1001,47,19,16777215,BCAST
436.6969082403,ENQUEUE_FWD,25,1001,1000,40,14,40,UNICAST
436.7661653772,TX_FWD_DATA,26,1000,1001,47,19,40,UNICAST
436.8258215982,RX_FWD_PRE,26,1000,1001,40,19,40,UNICAST
436.8258215982,ENQUEUE_FWD,26,1000,1001,40,18,40,UNICAST
437.2552482927,TX_FWD_ACK,25,1001,1000,40,14,41,UNICAST
437.3149044141,ENQUEUE_FWD,25,1001,1000,41,13,41,UNICAST
437.5071667368,TX_FWD_DATA,26,1000,1001,48,19,41,UNICAST
437.5668230532,RX_FWD_PRE,26,1000,1001,41,19,41,UNICAST
437.5668230532,ENQUEUE_FWD,26,1000,1001,41,18,41,UNICAST
437.6252480602,TX_FWD_ACK,25,1001,1000,41,13,1000,UNICAST
437.6849059652,ACK_DELIVERED,25,1001,1000,1000,13,1000,UNICAST
443.2200482937,TX_FWD_DATA,26,1000,1001,40,18,33,UNICAST
443.2797046884,RX_FWD_PRE,26,1000,1001,33,18,33,UNICAST
443.2797046884,ENQUEUE_FWD,26,1000,1001,33,17,33,UNICAST
443.5900480612,TX_FWD_DATA,26,1000,1001,41,18,40,UNICAST
443.6020518476,TX_FWD_DATA,26,1000,1001,33,17,26,UNICAST
443.6617082299,RX_FWD_PRE,26,1000,1001,26,17,26,UNICAST
443.6617082299,ENQUEUE_FWD,26,1000,1001,26,16,26,UNICAST
444.4856295003,TX_FWD_DATA,26,1000,1001,26,16,19,UNICAST
444.5452857635,RX_FWD_PRE,26,1000,1001,19,16,19,UNICAST
444.5452857635,ENQUEUE_FWD,26,1000,1001,19,15,19,UNICAST
445.5403775097,TX_FWD_DATA,26,1000,1001,19,15,12,UNICAST
445.5570522739,TX_SRC,27,1000,1001,1000,20,16777215,BCAST
445.6000339035,RX_FWD_PRE,26,1000,1001,12,15,12,UNICAST
445.6000339035,ENQUEUE_FWD,26,1000,1001,12,14,12,UNICAST
445.6167019237,RX_FWD_PRE,27,1000,1001,48,20,16777215,BCAST
445.6167019237,ENQUEUE_FWD,27,1000,1001,48,19,16777215,BCAST
445.6167082123,RX_FWD_PRE,27,1000,1001,47,20,16777215,BCAST
445.6167082123,ENQUEUE_FWD,27,1000,1001,47,19,16777215,BCAST
445.6167101789,RX_FWD_PRE,27,1000,1001,41,20,16777215,BCAST
445.6167101789,ENQUEUE_FWD,27,1000,1001,41,19,16777215,BCAST
445.7309653812,TX_FWD_DATA,27,1000,1001,47,19,40,UNICAST
445.7906216022,RX_FWD_PRE,27,1000,1001,40,19,40,UNICAST
445.7906216022,ENQUEUE_FWD,27,1000,1001,40,18,40,UNICAST
445.8359755597,TX_FWD_DATA,26,1000,1001,12,14,1001,UNICAST
445.8956305677,RX_DST_PRE,26,1000,1001,1001,14,1001,UNICAST
445.8956305677,DELIVERED,26,1000,1001,1001,14,1001,UNICAST
445.8956305677,TX_ACK,26,1001,1000,1001,20,16777215,BCAST
445.9552835239,ENQUEUE_FWD,26,1001,1000,4,19,16777215,BCAST
445.9552836984,ENQUEUE_FWD,26,1001,1000,11,19,16777215,BCAST
445.9552855497,ENQUEUE_FWD,26,1001,1000,5,19,16777215,BCAST
445.9552855757,ENQUEUE_FWD,26,1001,1000,12,19,16777215,BCAST
446.155474859,TX_FWD_ACK,26,1001,1000,4,19,5,UNICAST
446.2687872117,TX_FWD_ACK,26,1001,1000,11,19,18,UNICAST
446.3284432603,ENQUEUE_FWD,26,1001,1000,18,18,18,UNICAST
446.3397083625,TX_FWD_ACK,26,1001,1000,18,18,19,UNICAST
446.3993648887,ENQUEUE_FWD,26,1001,1000,19,17,19,UNICAST
446.4719667408,TX_FWD_DATA,27,1000,1001,48,19,41,UNICAST
446.5316230572,RX_FWD_PRE,27,1000,1001,41,19,41,UNICAST
446.6570903077,TX_FWD_ACK,26,1001,1000,5,19,12,UNICAST
449.1848482947,TX_FWD_DATA,27,1000,1001,40,18,33,UNICAST
449.2445046894,RX_FWD_PRE,27,1000,1001,33,18,33,UNICAST
449.2445046894,ENQUEUE_FWD,27,1000,1001,33,17,33,UNICAST
449.5548480622,TX_FWD_DATA,27,1000,1001,41,19,40,UNICAST
449.5668518486,TX_FWD_DATA,27,1000,1001,33,17,26,UNICAST
449.6265082309,RX_FWD_PRE,27,1000,1001,26,17,26,UNICAST
449.6265082309,ENQUEUE_FWD,27,1000,1001,26,16,26,UNICAST
450.4504295013,TX_FWD_DATA,27,1000,1001,26,16,19,UNICAST
450.5100857645,RX_FWD_PRE,27,1000,1001,19,16,19,UNICAST
450.5100857645,ENQUEUE_FWD,27,1000,1001,19,15,19,UNICAST
451.5051775107,TX_FWD_ACK,26,1001,1000,19,17,26,UNICAST
451.5218522749,TX_SRC,28,1000,1001,1000,20,16777215,BCAST
451.5648337739,ENQUEUE_FWD,26,1001,1000,26,16,26,UNICAST
451.5815019247,RX_FWD_PRE,28,1000,1001,48,20,16777215,BCAST
451.5815019247,ENQUEUE_FWD,28,1000,1001,48,19,16777215,BCAST
451.5815082133,RX_FWD_PRE,28,1000,1001,47,20,16777215,BCAST
451.5815082133,ENQUEUE_FWD,28,1000,1001,47,19,16777215,BCAST
451.5815101799,RX_FWD_PRE,28,1000,1001,41,20,16777215,BCAST
451.5815101799,ENQUEUE_FWD,28,1000,1001,41,19,16777215,BCAST
451.6957653822,TX_FWD_DATA,28,1000,1001,47,19,40,UNICAST
451.7554216032,RX_FWD_PRE,28,1000,1001,40,19,40,UNICAST
451.7554216032,ENQUEUE_FWD,28,1000,1001,40,18,40,UNICAST
451.8007755607,TX_FWD_ACK,26,1001,1000,12,19,19,UNICAST
452.4367667418,TX_FWD_DATA,28,1000,1001,48,19,41,UNICAST
452.4964230582,RX_FWD_PRE,28,1000,1001,41,19,41,UNICAST
455.1496482957,TX_FWD_DATA,28,1000,1001,40,18,33,UNICAST
455.2093046904,RX_FWD_PRE,28,1000,1001,33,18,33,UNICAST
455.2093046904,ENQUEUE_FWD,28,1000,1001,33,17,33,UNICAST
455.5196480632,TX_FWD_DATA,28,1000,1001,41,19,40,UNICAST
455.5316518496,TX_FWD_DATA,28,1000,1001,33,17,26,UNICAST
455.5913082319,RX_FWD_PRE,28,1000,1001,26,17,26,UNICAST
455.5913082319,ENQUEUE_FWD,28,1000,1001,26,16,26,UNICAST
456.4152295023,TX_FWD_ACK,26,1001,1000,26,16,33,UNICAST
456.4748858846,ENQUEUE_FWD,26,1001,1000,33,15,33,UNICAST
457.4699775117,TX_FWD_DATA,27,1000,1001,19,15,12,UNICAST
457.4866522759,TX_SRC,29,1000,1001,1000,20,16777215,BCAST
457.5296339055,RX_FWD_PRE,27,1000,1001,12,15,12,UNICAST
457.5296339055,ENQUEUE_FWD,27,1000,1001,12,14,12,UNICAST
457.5463019257,RX_FWD_PRE,29,1000,1001,48,20,16777215,BCAST
457.5463019257,ENQUEUE_FWD,29,1000,1001,48,19,16777215,BCAST
457.5463082143,RX_FWD_PRE,29,1000,1001,47,20,16777215,BCAST
457.5463082143,ENQUEUE_FWD,29,1000,1001,47,19,16777215,BCAST
457.5463101809,RX_FWD_PRE,29,1000,1001,41,20,16777215,BCAST
457.5463101809,ENQUEUE_FWD,29,1000,1001,41,19,16777215,BCAST
457.6605653832,TX_FWD_DATA,29,1000,1001,47,19,40,UNICAST
457.7202216042,RX_FWD_PRE,29,1000,1001,40,19,40,UNICAST
457.7202216042,ENQUEUE_FWD,29,1000,1001,40,18,40,UNICAST
457.7655755617,TX_FWD_DATA,27,1000,1001,12,14,1001,UNICAST
457.8252305697,RX_DST_PRE,27,1000,1001,1001,14,1001,UNICAST
457.8252305697,DELIVERED,27,1000,1001,1001,14,1001,UNICAST
457.8252305697,TX_ACK,27,1001,1000,1001,20,16777215,BCAST
457.8848835259,ENQUEUE_FWD,27,1001,1000,4,19,16777215,BCAST
457.8848837004,ENQUEUE_FWD,27,1001,1000,11,19,16777215,BCAST
457.8848855517,ENQUEUE_FWD,27,1001,1000,5,19,16777215,BCAST
457.8848855777,ENQUEUE_FWD,27,1001,1000,12,19,16777215,BCAST
458.120274866,TX_FWD_ACK,27,1001,1000,4,19,5,UNICAST
458.2335872187,TX_FWD_ACK,27,1001,1000,11,19,18,UNICAST
458.2932432673,ENQUEUE_FWD,27,1001,1000,18,18,18,UNICAST
458.3045083695,TX_FWD_ACK,27,1001,1000,18,18,19,UNICAST
458.3641648957,ENQUEUE_FWD,27,1001,1000,19,17,19,UNICAST
458.4015667428,TX_FWD_DATA,29,1000,1001,48,19,41,UNICAST
458.4612230592,RX_FWD_PRE,29,1000,1001,41,19,41,UNICAST
458.6218903147,TX_FWD_ACK,27,1001,1000,5,19,12,UNICAST
461.1144482967,TX_FWD_DATA,29,1000,1001,40,18,33,UNICAST
461.1741046914,RX_FWD_PRE,29,1000,1001,33,18,33,UNICAST
461.1741046914,ENQUEUE_FWD,29,1000,1001,33,17,33,UNICAST
461.4844480642,TX_FWD_DATA,29,1000,1001,41,19,40,UNICAST
461.4964518506,TX_FWD_ACK,26,1001,1000,33,15,40,UNICAST
461.5561082453,ENQUEUE_FWD,26,1001,1000,40,14,40,UNICAST
462.3800295033,TX_FWD_DATA,28,1000,1001,26,16,19,UNICAST
462.4396857665,RX_FWD_PRE,28,1000,1001,19,16,19,UNICAST
462.4396857665,ENQUEUE_FWD,28,1000,1001,19,15,19,UNICAST
463.4347775127,TX_FWD_ACK,27,1001,1000,19,17,26,UNICAST
463.4944337759,ENQUEUE_FWD,27,1001,1000,26,16,26,UNICAST
463.7303755627,TX_FWD_ACK,27,1001,1000,12,19,19,UNICAST
467.0792482977,TX_FWD_ACK,26,1001,1000,40,14,41,UNICAST
467.1389044191,ENQUEUE_FWD,26,1001,1000,41,13,41,UNICAST
467.4492480652,TX_FWD_ACK,26,1001,1000,41,13,1000,UNICAST
467.4514522809,TX_SRC,30,1000,1001,1000,20,16777215,BCAST
467.4612518516,TX_FWD_DATA,29,1000,1001,33,17,26,UNICAST
467.5111019307,RX_FWD_PRE,30,1000,1001,48,20,16777215,BCAST
467.5111019307,ENQUEUE_FWD,30,1000,1001,48,19,16777215,BCAST
467.5209082339,RX_FWD_PRE,29,1000,1001,26,17,26,UNICAST
467.5209082339,ENQUEUE_FWD,29,1000,1001,26,16,26,UNICAST
468.3448295043,TX_FWD_ACK,27,1001,1000,26,16,33,UNICAST
468.3663667478,TX_FWD_DATA,30,1000,1001,48,19,41,UNICAST
468.4044858866,ENQUEUE_FWD,27,1001,1000,33,15,33,UNICAST
468.4260230642,RX_FWD_PRE,30,1000,1001,41,19,41,UNICAST
468.4260230642,ENQUEUE_FWD,30,1000,1001,41,18,41,UNICAST
469.3995775137,TX_FWD_DATA,28,1000,1001,19,15,12,UNICAST
469.4592339075,RX_FWD_PRE,28,1000,1001,12,15,12,UNICAST
469.4592339075,ENQUEUE_FWD,28,1000,1001,12,14,12,UNICAST
469.6951755637,TX_FWD_DATA,28,1000,1001,12,14,1001,UNICAST
469.7548305717,RX_DST_PRE,28,1000,1001,1001,14,1001,UNICAST
469.7548305717,DELIVERED,28,1000,1001,1001,14,1001,UNICAST
469.7548305717,TX_ACK,28,1001,1000,1001,20,16777215,BCAST
469.8144835279,ENQUEUE_FWD,28,1001,1000,4,19,16777215,BCAST
469.8144837024,ENQUEUE_FWD,28,1001,1000,11,19,16777215,BCAST
469.8144855537,ENQUEUE_FWD,28,1001,1000,5,19,16777215,BCAST
469.8144855797,ENQUEUE_FWD,28,1001,1000,12,19,16777215,BCAST
470.085074873,TX_FWD_ACK,28,1001,1000,4,19,5,UNICAST
470.1983872257,TX_FWD_ACK,28,1001,1000,11,19,18,UNICAST
470.2580432743,ENQUEUE_FWD,28,1001,1000,18,18,18,UNICAST
470.2693083765,TX_FWD_ACK,28,1001,1000,18,18,19,UNICAST
470.3289649027,ENQUEUE_FWD,28,1001,1000,19,17,19,UNICAST
470.5866903217,TX_FWD_ACK,28,1001,1000,5,19,12,UNICAST
473.4140480662,TX_FWD_DATA,30,1000,1001,41,18,40,UNICAST
473.4260518526,TX_FWD_ACK,27,1001,1000,33,15,40,UNICAST
474.3096295053,TX_FWD_DATA,29,1000,1001,26,16,19,UNICAST
474.3692857685,RX_FWD_PRE,29,1000,1001,19,16,19,UNICAST
474.3692857685,ENQUEUE_FWD,29,1000,1001,19,15,19,UNICAST
475.3643775147,TX_FWD_ACK,28,1001,1000,19,17,26,UNICAST
475.4240337779,ENQUEUE_FWD,28,1001,1000,26,16,26,UNICAST
475.6599755647,TX_FWD_ACK,28,1001,1000,12,19,19,UNICAST
480.2744295063,TX_FWD_ACK,28,1001,1000,26,16,33,UNICAST
480.3340858886,ENQUEUE_FWD,28,1001,1000,33,15,33,UNICAST
480.3908518546,TX_FWD_ACK,28,1001,1000,33,15,40,UNICAST
480.4505082493,ENQUEUE_FWD,28,1001,1000,40,14,40,UNICAST
481.0440483067,TX_FWD_ACK,28,1001,1000,40,14,41,UNICAST
481.1037044281,ENQUEUE_FWD,28,1001,1000,41,13,41,UNICAST
481.3291775157,TX_FWD_DATA,29,1000,1001,19,15,12,UNICAST
481.3788480692,TX_FWD_ACK,28,1001,1000,41,13,1000,UNICAST
481.4385059742,ACK_DELIVERED,28,1001,1000,1000,13,1000,UNICAST
483.4162522919,TX_SRC,31,1000,1001,1000,20,16777215,BCAST
483.4759019417,RX_FWD_PRE,31,1000,1001,48,20,16777215,BCAST
483.4759019417,ENQUEUE_FWD,31,1000,1001,48,19,16777215,BCAST
483.4759082303,RX_FWD_PRE,31,1000,1001,47,20,16777215,BCAST
483.4759082303,ENQUEUE_FWD,31,1000,1001,47,19,16777215,BCAST
483.4759101969,RX_FWD_PRE,31,1000,1001,41,20,16777215,BCAST
483.4759101969,ENQUEUE_FWD,31,1000,1001,41,19,16777215,BCAST
483.6253654042,TX_FWD_DATA,31,1000,1001,47,19,40,UNICAST
483.6850216252,RX_FWD_PRE,31,1000,1001,40,19,40,UNICAST
483.6850216252,ENQUEUE_FWD,31,1000,1001,40,18,40,UNICAST
484.3311667588,TX_FWD_DATA,31,1000,1001,48,19,41,UNICAST
484.3908230752,RX_FWD_PRE,31,1000,1001,41,19,41,UNICAST
487.0088483077,TX_FWD_DATA,31,1000,1001,40,18,33,UNICAST
487.0685047024,RX_FWD_PRE,31,1000,1001,33,18,33,UNICAST
487.0685047024,ENQUEUE_FWD,31,1000,1001,33,17,33,UNICAST
487.3436480702,TX_FWD_DATA,31,1000,1001,41,19,40,UNICAST
487.3556518566,TX_FWD_DATA,31,1000,1001,33,17,26,UNICAST
487.4153082389,RX_FWD_PRE,31,1000,1001,26,17,26,UNICAST
487.4153082389,ENQUEUE_FWD,31,1000,1001,26,16,26,UNICAST
488.2392295093,TX_FWD_DATA,31,1000,1001,26,16,19,UNICAST
488.2988857725,RX_FWD_PRE,31,1000,1001,19,16,19,UNICAST
488.2988857725,ENQUEUE_FWD,31,1000,1001,19,15,19,UNICAST
489.2939775187,TX_FWD_DATA,31,1000,1001,19,15,12,UNICAST
489.3536339125,RX_FWD_PRE,31,1000,1001,12,15,12,UNICAST
489.3536339125,ENQUEUE_FWD,31,1000,1001,12,14,12,UNICAST
489.6247755737,TX_FWD_DATA,31,1000,1001,12,14,1001,UNICAST
489.6844305817,RX_DST_PRE,31,1000,1001,1001,14,1001,UNICAST
489.6844305817,DELIVERED,31,1000,1001,1001,14,1001,UNICAST
489.6844305817,TX_ACK,31,1001,1000,1001,20,16777215,BCAST
489.7440835379,ENQUEUE_FWD,31,1001,1000,4,19,16777215,BCAST
489.7440837124,ENQUEUE_FWD,31,1001,1000,11,19,16777215,BCAST
489.7440855637,ENQUEUE_FWD,31,1001,1000,5,19,16777215,BCAST
489.7440855897,ENQUEUE_FWD,31,1001,1000,12,19,16777215,BCAST
490.049874888,TX_FWD_ACK,31,1001,1000,4,19,5,UNICAST
490.1631872407,TX_FWD_ACK,31,1001,1000,11,19,18,UNICAST
490.2228432893,ENQUEUE_FWD,31,1001,1000,18,18,18,UNICAST
490.2341083915,TX_FWD_ACK,31,1001,1000,18,18,19,UNICAST
490.2937649177,ENQUEUE_FWD,31,1001,1000,19,17,19,UNICAST
490.5514903367,TX_FWD_ACK,31,1001,1000,5,19,12,UNICAST
495.2587775197,TX_FWD_ACK,31,1001,1000,19,17,26,UNICAST
495.3184337829,ENQUEUE_FWD,31,1001,1000,26,16,26,UNICAST
495.5895755747,TX_FWD_ACK,31,1001,1000,12,19,19,UNICAST
496.2040295123,TX_FWD_ACK,31,1001,1000,26,16,33,UNICAST
496.2636858946,ENQUEUE_FWD,31,1001,1000,33,15,33,UNICAST
496.3204518606,TX_FWD_ACK,31,1001,1000,33,15,40,UNICAST
496.3801082553,ENQUEUE_FWD,31,1001,1000,40,14,40,UNICAST
496.9736483127,TX_FWD_ACK,31,1001,1000,40,14,41,UNICAST
497.0333044341,ENQUEUE_FWD,31,1001,1000,41,13,41,UNICAST
497.3084480752,TX_FWD_ACK,31,1001,1000,41,13,1000,UNICAST
497.3681059802,ACK_DELIVERED,31,1001,1000,1000,13,1000,UNICAST
499.3810523029,TX_SRC,32,1000,1001,1000,20,16777215,BCAST
499.4407019527,RX_FWD_PRE,32,1000,1001,48,20,16777215,BCAST
499.4407019527,ENQUEUE_FWD,32,1000,1001,48,19,16777215,BCAST
499.4407082413,RX_FWD_PRE,32,1000,1001,47,20,16777215,BCAST
499.4407082413,ENQUEUE_FWD,32,1000,1001,47,19,16777215,BCAST
499.5901654152,TX_FWD_DATA,32,1000,1001,47,19,40,UNICAST
499.6498216362,RX_FWD_PRE,32,1000,1001,40,19,40,UNICAST
499.6498216362,ENQUEUE_FWD,32,1000,1001,40,18,40,UNICAST
500.2959667698,TX_FWD_DATA,32,1000,1001,48,19,41,UNICAST
500.3556230862,RX_FWD_PRE,32,1000,1001,41,19,41,UNICAST
500.3556230862,ENQUEUE_FWD,32,1000,1001,41,18,41,UNICAST
502.9384483137,TX_FWD_DATA,32,1000,1001,40,18,33,UNICAST
502.9981047084,RX_FWD_PRE,32,1000,1001,33,18,33,UNICAST
502.9981047084,ENQUEUE_FWD,32,1000,1001,33,17,33,UNICAST
503.2732480762,TX_FWD_DATA,32,1000,1001,41,18,40,UNICAST
503.2852518626,TX_FWD_DATA,32,1000,1001,33,17,26,UNICAST
505.3458523039,TX_SRC,33,1000,1001,1000,20,16777215,BCAST
505.4055019537,RX_FWD_PRE,33,1000,1001,48,20,16777215,BCAST
505.4055019537,ENQUEUE_FWD,33,1000,1001,48,19,16777215,BCAST
505.4055082423,RX_FWD_PRE,33,1000,1001,47,20,16777215,BCAST
505.4055082423,ENQUEUE_FWD,33,1000,1001,47,19,16777215,BCAST
505.4055102089,RX_FWD_PRE,33,1000,1001,41,20,16777215,BCAST
505.4055102089,ENQUEUE_FWD,33,1000,1001,41,19,16777215,BCAST
505.5549654162,TX_FWD_DATA,33,1000,1001,47,19,40,UNICAST
505.6146216372,RX_FWD_PRE,33,1000,1001,40,19,40,UNICAST
505.6146216372,ENQUEUE_FWD,33,1000,1001,40,18,40,UNICAST
506.2607667708,TX_FWD_DATA,33,1000,1001,48,19,41,UNICAST
506.3204230872,RX_FWD_PRE,33,1000,1001,41,19,41,UNICAST
508.9032483147,TX_FWD_DATA,33,1000,1001,40,18,33,UNICAST
508.9629047094,RX_FWD_PRE,33,1000,1001,33,18,33,UNICAST
508.9629047094,ENQUEUE_FWD,33,1000,1001,33,17,33,UNICAST
509.2380480772,TX_FWD_DATA,33,1000,1001,41,19,40,UNICAST
509.2500518636,TX_FWD_DATA,33,1000,1001,33,17,26,UNICAST
509.3097082459,RX_FWD_PRE,33,1000,1001,26,17,26,UNICAST
509.3097082459,ENQUEUE_FWD,33,1000,1001,26,16,26,UNICAST
510.1688295213,TX_FWD_DATA,33,1000,1001,26,16,19,UNICAST
510.2284857845,RX_FWD_PRE,33,1000,1001,19,16,19,UNICAST
510.2284857845,ENQUEUE_FWD,33,1000,1001,19,15,19,UNICAST
511.2235775307,TX_FWD_DATA,33,1000,1001,19,15,12,UNICAST
511.2832339245,RX_FWD_PRE,33,1000,1001,12,15,12,UNICAST
511.2832339245,ENQUEUE_FWD,33,1000,1001,12,14,12,UNICAST
511.3106523049,TX_SRC,34,1000,1001,1000,20,16777215,BCAST
511.3703019547,RX_FWD_PRE,34,1000,1001,48,20,16777215,BCAST
511.3703019547,ENQUEUE_FWD,34,1000,1001,48,19,16777215,BCAST
511.3703082433,RX_FWD_PRE,34,1000,1001,47,20,16777215,BCAST
511.3703082433,ENQUEUE_FWD,34,1000,1001,47,19,16777215,BCAST
511.3703102099,RX_FWD_PRE,34,1000,1001,41,20,16777215,BCAST
511.3703102099,ENQUEUE_FWD,34,1000,1001,41,19,16777215,BCAST
511.5197654172,TX_FWD_DATA,34,1000,1001,47,19,40,UNICAST
511.5543755857,TX_FWD_DATA,33,1000,1001,12,14,1001,UNICAST
511.5794216382,RX_FWD_PRE,34,1000,1001,40,19,40,UNICAST
511.5794216382,ENQUEUE_FWD,34,1000,1001,40,18,40,UNICAST
511.6140305937,RX_DST_PRE,33,1000,1001,1001,14,1001,UNICAST
511.6140305937,DELIVERED,33,1000,1001,1001,14,1001,UNICAST
511.6140305937,TX_ACK,33,1001,1000,1001,20,16777215,BCAST
511.6736835499,ENQUEUE_FWD,33,1001,1000,4,19,16777215,BCAST
511.6736837244,ENQUEUE_FWD,33,1001,1000,11,19,16777215,BCAST
511.6736855757,ENQUEUE_FWD,33,1001,1000,5,19,16777215,BCAST
511.6736856017,ENQUEUE_FWD,33,1001,1000,12,19,16777215,BCAST
512.014674905,TX_FWD_ACK,33,1001,1000,4,19,5,UNICAST
512.1279872577,TX_FWD_ACK,33,1001,1000,11,19,18,UNICAST
512.1876433063,ENQUEUE_FWD,33,1001,1000,18,18,18,UNICAST
512.1989084085,TX_FWD_ACK,33,1001,1000,18,18,19,UNICAST
512.2255667718,TX_FWD_DATA,34,1000,1001,48,19,41,UNICAST
512.2585649347,ENQUEUE_FWD,33,1001,1000,19,17,19,UNICAST
512.2852230882,RX_FWD_PRE,34,1000,1001,41,19,41,UNICAST
512.5162903537,TX_FWD_ACK,33,1001,1000,5,19,12,UNICAST
514.8680483157,TX_FWD_DATA,34,1000,1001,40,18,33,UNICAST
514.9277047104,RX_FWD_PRE,34,1000,1001,33,18,33,UNICAST
514.9277047104,ENQUEUE_FWD,34,1000,1001,33,17,33,UNICAST
515.2028480782,TX_FWD_DATA,34,1000,1001,41,19,40,UNICAST
515.2148518646,TX_FWD_DATA,34,1000,1001,33,17,26,UNICAST
515.2745082469,RX_FWD_PRE,34,1000,1001,26,17,26,UNICAST
515.2745082469,ENQUEUE_FWD,34,1000,1001,26,16,26,UNICAST
516.1336295223,TX_FWD_DATA,34,1000,1001,26,16,19,UNICAST
516.1932857855,RX_FWD_PRE,34,1000,1001,19,16,19,UNICAST
516.1932857855,ENQUEUE_FWD,34,1000,1001,19,15,19,UNICAST
517.1883775317,TX_FWD_ACK,33,1001,1000,19,17,26,UNICAST
517.2480337949,ENQUEUE_FWD,33,1001,1000,26,16,26,UNICAST
517.5191755867,TX_FWD_ACK,33,1001,1000,12,19,19,UNICAST
522.0984295233,TX_FWD_ACK,33,1001,1000,26,16,33,UNICAST
522.1580859056,ENQUEUE_FWD,33,1001,1000,33,15,33,UNICAST
522.1796518666,TX_FWD_ACK,33,1001,1000,33,15,40,UNICAST
522.2393082613,ENQUEUE_FWD,33,1001,1000,40,14,40,UNICAST
522.2754523109,TX_SRC,35,1000,1001,1000,20,16777215,BCAST
522.3351019607,RX_FWD_PRE,35,1000,1001,48,20,16777215,BCAST
522.3351019607,ENQUEUE_FWD,35,1000,1001,48,19,16777215,BCAST
522.3351082493,RX_FWD_PRE,35,1000,1001,47,20,16777215,BCAST
522.3351082493,ENQUEUE_FWD,35,1000,1001,47,19,16777215,BCAST
522.3351102159,RX_FWD_PRE,35,1000,1001,41,20,16777215,BCAST
522.3351102159,ENQUEUE_FWD,35,1000,1001,41,19,16777215,BCAST
522.4845654232,TX_FWD_DATA,35,1000,1001,47,19,40,UNICAST
522.5442216442,RX_FWD_PRE,35,1000,1001,40,19,40,UNICAST
522.5442216442,ENQUEUE_FWD,35,1000,1001,40,18,40,UNICAST
522.8328483187,TX_FWD_ACK,33,1001,1000,40,14,41,UNICAST
522.8925044401,ENQUEUE_FWD,33,1001,1000,41,13,41,UNICAST
523.1531775327,TX_FWD_DATA,34,1000,1001,19,15,12,UNICAST
523.1676480812,TX_FWD_DATA,35,1000,1001,41,19,40,UNICAST
523.1903667778,TX_FWD_DATA,35,1000,1001,48,19,41,UNICAST
523.2128339265,RX_FWD_PRE,34,1000,1001,12,15,12,UNICAST
523.2128339265,ENQUEUE_FWD,34,1000,1001,12,14,12,UNICAST
523.4839755877,TX_FWD_DATA,34,1000,1001,12,14,1001,UNICAST
523.5436305957,RX_DST_PRE,34,1000,1001,1001,14,1001,UNICAST
523.5436305957,DELIVERED,34,1000,1001,1001,14,1001,UNICAST
523.5436305957,TX_ACK,34,1001,1000,1001,20,16777215,BCAST
523.6032835519,ENQUEUE_FWD,34,1001,1000,4,19,16777215,BCAST
523.6032837264,ENQUEUE_FWD,34,1001,1000,11,19,16777215,BCAST
523.6032855777,ENQUEUE_FWD,34,1001,1000,5,19,16777215,BCAST
523.6032856037,ENQUEUE_FWD,34,1001,1000,12,19,16777215,BCAST
523.979474912,TX_FWD_ACK,34,1001,1000,4,19,5,UNICAST
524.0927872647,TX_FWD_ACK,34,1001,1000,11,19,18,UNICAST
524.1524433133,ENQUEUE_FWD,34,1001,1000,18,18,18,UNICAST
524.1637084155,TX_FWD_ACK,34,1001,1000,18,18,19,UNICAST
524.2233649417,ENQUEUE_FWD,34,1001,1000,19,17,19,UNICAST
524.4810903607,TX_FWD_ACK,34,1001,1000,5,19,12,UNICAST
528.7976483197,TX_FWD_DATA,35,1000,1001,40,18,33,UNICAST
528.8573047144,RX_FWD_PRE,35,1000,1001,33,18,33,UNICAST
528.8573047144,ENQUEUE_FWD,35,1000,1001,33,17,33,UNICAST
529.1179775337,TX_FWD_ACK,34,1001,1000,19,17,26,UNICAST
529.1324480822,TX_FWD_ACK,33,1001,1000,41,13,1000,UNICAST
529.1444518686,TX_FWD_DATA,35,1000,1001,33,17,26,UNICAST
529.1921059872,ACK_DELIVERED,33,1001,1000,1000,13,1000,UNICAST
529.4487755887,TX_FWD_ACK,34,1001,1000,12,19,19,UNICAST
538.2402523219,TX_SRC,36,1000,1001,1000,20,16777215,BCAST
538.2999019717,RX_FWD_PRE,36,1000,1001,48,20,16777215,BCAST
